,school_name,early_career_pay,mid_career_pay,meaning_percentage,stem_percentage,engineering,private_school,religious,art,for_sports_fans,party_school,liberal_arts_school,state_school,research_university,business,sober_school,ivy_league,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,AIAN_enrollment_percentage,Asian_enrollment_percentage,Black_enrollment_percentage,Hispanic_enrollment_percentage,NHPI_enrollment_percentage,non_resident_enrollment_percentage,total_minority_enrollment_percentage,unknown_enrollment_percentage,White_enrollment_percentage,women_enrollment_percentage,school_rank
92,Missouri University of Science and Technology,69200,119700,51,80,True,False,False,False,False,False,False,True,True,False,False,False,MO,Public,4 Year,10274.0,10169.0,20443.0,28499.0,38773.0,8640.0,0.003472222222222222,0.026157407407407407,0.03356481481481482,0.02962962962962963,0.0016203703703703703,0.17546296296296296,0.11377314814814815,0.03576388888888889,0.675,0.22615740740740742,over_250
93,Hobart William Smith Colleges,56500,119600,48,18,False,True,False,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
94,Bentley University,68400,119300,37,7,False,True,False,False,False,False,False,False,False,True,False,False,MA,Private,4 Year,16320.0,49880.0,66200.0,49880.0,66200.0,5565.0,0.0007187780772686433,0.07780772686433064,0.026774483378256962,0.05840071877807727,0.0,0.21221922731356693,0.18203054806828392,0.041868823000898475,0.5638814016172506,0.42857142857142855,over_250
95,Wabash College,62300,119300,36,34,False,True,False,True,False,False,True,False,False,False,False,False,IN,Private,4 Year,10050.0,43450.0,53500.0,43450.0,53500.0,926.0,0.005399568034557235,0.012958963282937365,0.05939524838012959,0.06371490280777538,0.0010799136069114472,0.07127429805615551,0.1717062634989201,0.01079913606911447,0.7462203023758099,0.0,over_250
96,United States Coast Guard Academy,72600,119200,70,69,True,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
97,Texas A & M University College Station,61200,119000,53,30,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
98,Case Western Reserve University,68100,119000,48,37,False,True,False,False,False,False,False,False,True,False,False,False,OH,Private,4 Year,15190.0,49042.0,64232.0,49042.0,64232.0,10771.0,0.0012997864636524,0.14325503667254666,0.05226998421687865,0.041221799275833255,0.00046420945130442855,0.1877263021075109,0.26348528456039366,0.049391885618791195,0.49939652771330423,0.4994893696035651,top_50
99,Saint Mary's College of California,59600,118900,51,5,False,True,True,False,True,False,False,False,False,False,False,False,CA,Private,4 Year,15370.0,47280.0,62650.0,47280.0,62650.0,4112.0,0.00316147859922179,0.10068093385214008,0.05155642023346303,0.2232490272373541,0.005836575875486381,0.01872568093385214,0.4382295719844358,0.10116731517509728,0.44187743190661477,0.6077334630350194,over_250
100,Davidson College,57200,118900,49,28,False,True,True,True,True,False,True,False,False,False,False,False,NC,Private,4 Year,14372.0,51447.0,65819.0,51447.0,65819.0,1770.0,0.0062146892655367235,0.0576271186440678,0.06440677966101695,0.06610169491525424,0.0,0.05875706214689266,0.2344632768361582,0.01751412429378531,0.6892655367231638,0.5056497175141242,over_250
101,Occidental College,56800,118800,50,25,False,True,False,True,False,False,True,False,False,False,False,False,CA,Private,4 Year,15496.0,54686.0,70182.0,54686.0,70182.0,2040.0,0.000980392156862745,0.12450980392156863,0.04411764705882353,0.14852941176470588,0.0024509803921568627,0.058823529411764705,0.41274509803921566,0.021568627450980392,0.5068627450980392,0.5553921568627451,over_250
102,Middlebury College,61800,118400,50,19,False,True,False,True,False,False,True,False,False,False,False,False,VT,Private,4 Year,15530.0,54450.0,69980.0,54450.0,69980.0,2533.0,0.0027635215159889457,0.06711409395973154,0.02881958152388472,0.08685353335965258,0.0,0.10738255033557047,0.23213580734307146,0.015396762731938412,0.6450848795894196,0.5175681010659298,over_250
103,Fordham University,60000,118200,39,10,False,True,True,False,True,False,False,False,True,False,False,False,NY,Private,4 Year,17969.0,52687.0,70656.0,52687.0,70656.0,15231.0,0.0011818002757533978,0.07642308449871972,0.06296369246930603,0.12336681767447968,0.0009848335631278313,0.12487689580460902,0.29249556824896594,0.03341868557547108,0.549208850370954,0.5845315475018056,top_100
104,Washington University in St Louis,66100,118000,43,30,False,True,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
105,University of Illinois at Urbana Champaign,64200,117800,45,36,False,False,False,False,True,False,False,True,True,False,False,False,IL,Public,4 Year,11308.0,15094.0,26402.0,31664.0,42972.0,45140.0,0.0008639787328311918,0.13560035445281346,0.048427115640230396,0.07496677004873727,0.0010412051395657952,0.22066902968542312,0.284138236597253,0.012760301284891449,0.48243243243243245,0.4490695613646433,over_250
106,Southern Methodist University,60600,117700,48,22,False,True,True,False,True,False,False,False,True,False,False,False,TX,Private,4 Year,16845.0,54493.0,71338.0,54493.0,71338.0,11272.0,0.0027501774308019873,0.05952803406671398,0.059350603264726756,0.10397444996451384,0.0013307310149041874,0.13156493967352734,0.25275017743080197,0.0113555713271824,0.6043293115684882,0.4795067423704755,top_100
107,Massachusetts Maritime Academy,68600,117600,49,47,False,False,False,False,False,False,False,True,False,False,False,False,MA,Public,4 Year,12675.0,9724.0,22399.0,26102.0,38777.0,1497.0,0.012024048096192385,0.025384101536406144,0.022044088176352707,0.028056112224448898,0.0006680026720106881,0.004676018704074816,0.09485637942551771,0.018036072144288578,0.8824315297261189,0.12692050768203073,over_250
108,Johns Hopkins University,69000,117300,60,31,False,True,False,False,False,False,False,False,True,False,False,False,MD,Private,4 Year,15836.0,54240.0,70076.0,54240.0,70076.0,21372.0,0.0016376567471457983,0.13658057271195959,0.06639528354856822,0.07009170877784017,0.0012633352049410444,0.17639902676399027,0.3082537900056148,0.03921018154594797,0.47613700168444695,0.5197922515440764,top_50
109,Hofstra University,56800,117100,40,7,False,True,False,False,True,False,False,False,True,False,False,False,NY,Private,4 Year,15948.0,46760.0,62708.0,46760.0,62708.0,10953.0,0.002830274810554186,0.08153017438144801,0.08299096138044372,0.11448918104628869,0.007121336620104081,0.0978727289327125,0.30703916735141057,0.055144709212088014,0.5399433945037889,0.5604857116771661,top_150
110,Emory University,63500,116900,45,20,False,True,True,False,False,False,False,False,True,False,False,False,GA,Private,4 Year,14456.0,51306.0,65762.0,51306.0,65762.0,14769.0,0.0017604441736068792,0.15444512153835738,0.09980364276525154,0.059178007989708174,0.0005416751303405782,0.15959103527659285,0.33861466585415395,0.05254248764303609,0.4492518112262171,0.565305707901686,top_50
111,Trinity College,60700,116800,51,22,False,True,False,True,False,False,True,False,False,False,False,False,CT,Private,4 Year,14750.0,56910.0,71660.0,56910.0,71660.0,,,,,,,,,,,,over_250
112,Milwaukee School of Engineering,67800,116100,50,69,True,True,False,False,False,False,False,False,False,False,False,False,WI,Private,4 Year,10389.0,40749.0,51138.0,40749.0,51138.0,2810.0,0.002135231316725979,0.030604982206405694,0.025622775800711744,0.04448398576512456,0.004626334519572953,0.12170818505338078,0.12206405693950179,0.0711743772241993,0.6850533807829181,0.2405693950177936,over_250
113,Clark University,52700,116000,49,14,False,True,False,False,False,False,False,False,True,False,False,False,MA,Private,4 Year,9170.0,45730.0,54900.0,45730.0,54900.0,3423.0,0.0008764241893076249,0.05229330996202162,0.03534910896874087,0.04937189599766287,0.0005842827928717499,0.2474437627811861,0.15571136430032134,0.08501314636283962,0.5118317265556529,0.5685071574642127,top_100
114,Virginia Polytechnic Institute and State University,63900,116000,48,42,False,False,False,False,True,False,False,True,True,False,False,False,VA,Public,4 Year,8934.0,13620.0,22554.0,31304.0,40238.0,,,,,,,,,,,,over_250
115,University of Rochester,63200,116000,52,32,False,True,False,False,False,False,False,False,True,False,False,False,NY,Private,4 Year,15938.0,53926.0,69864.0,53926.0,69864.0,11060.0,0.002531645569620253,0.08273056057866185,0.04439421338155515,0.048191681735985537,0.0004520795660036166,0.2359855334538879,0.20009041591320073,0.0833634719710669,0.4805605786618445,0.5086799276672694,top_50
116,San Jose State University,64800,115900,54,28,False,False,False,False,True,False,False,True,False,False,False,False,CA,Public,4 Year,16442.0,7796.0,24238.0,17300.0,33742.0,32713.0,0.0013450310274202915,0.31733561581022834,0.03145538470944273,0.22642374591141137,0.007397670650811604,0.10943661541283282,0.6316143429217742,0.041543117415094914,0.21740592425029806,0.49637758689206124,over_250
117,University of San Diego,60200,115700,48,12,False,True,True,False,True,False,False,False,True,False,False,False,CA,Private,4 Year,12980.0,49358.0,62338.0,49358.0,62338.0,8349.0,0.005030542579949695,0.07677566175589891,0.03485447358965146,0.18026110911486407,0.0035932446999640674,0.07318241705593484,0.3493831596598395,0.04970655168283627,0.5277278716013893,0.5702479338842975,top_100
118,Seattle University,61900,115700,58,12,False,True,True,False,True,False,False,False,False,False,False,False,WA,Private,4 Year,12288.0,44610.0,56898.0,44610.0,56898.0,7273.0,0.005637288601677437,0.139007287226729,0.029561391447820707,0.0841468444933315,0.005912278289564142,0.09115908153444245,0.3271002337412347,0.10174618451808057,0.4799945002062423,0.5976900866217517,over_250
119,The University of Texas at Austin,62100,115600,50,28,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
120,Hampden Sydney College,60000,115500,54,20,False,True,False,True,False,False,True,False,False,False,False,False,VA,Private,4 Year,13558.0,45746.0,59304.0,45746.0,59304.0,1105.0,0.004524886877828055,0.01809954751131222,0.07692307692307693,0.02081447963800905,0.0,0.0009049773755656109,0.17466063348416289,0.008144796380090498,0.816289592760181,0.0018099547511312218,over_250
121,University of Washington Seattle Campus,63300,115400,52,34,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
122,South Dakota School of Mines and Technology,68500,115300,56,92,True,False,False,False,False,False,False,True,False,False,False,False,SD,Public,4 Year,8440.0,9779.0,18219.0,14021.0,22461.0,2798.0,0.017869907076483203,0.015725518227305217,0.017869907076483203,0.039313795568263046,0.0017869907076483202,0.055039313795568263,0.12687634024303074,0.007862759113652609,0.8102215868477484,0.2205146533238027,over_250
123,Rutgers University New Brunswick,60800,115200,43,29,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
124,William & Mary,59600,115200,44,21,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
125,Denison University,54400,115200,46,22,False,True,False,True,False,False,True,False,False,False,False,False,OH,Private,4 Year,12710.0,51960.0,64670.0,51960.0,64670.0,2278.0,0.0004389815627743635,0.03687445127304653,0.06935908691834942,0.10052677787532924,0.000877963125548727,0.07243195785776997,0.24319578577699735,0.019315188762071993,0.6650570676031606,0.5763827919227392,over_250
126,Binghamton University,61800,115100,45,34,False,False,False,False,True,False,False,True,True,False,False,False,,,,,,,,,16695.0,0.001078167115902965,0.12416891284815813,0.04684037136867326,0.0877508235998802,0.000658879904162923,0.16382150344414495,0.2812818209044624,0.031266846361185985,0.5236298292902066,0.4763102725366876,over_250
127,Michigan Technological University,67400,114700,48,81,True,False,False,False,False,False,False,True,True,False,False,False,MI,Public,4 Year,10756.0,15646.0,26402.0,33726.0,44482.0,7099.0,0.0046485420481758,0.011550922665164108,0.013382166502324272,0.01648119453444147,0.0011269192844062545,0.1539653472320045,0.06916467108043386,0.030145090857867304,0.7467248908296943,0.2629947879983096,top_150
128,University of Colorado Boulder,58600,114600,49,39,False,False,False,False,True,False,False,True,True,False,False,False,CO,Public,4 Year,14418.0,12532.0,26950.0,37286.0,51704.0,,,,,,,,,,,,over_250
129,Whitman College,55800,114500,52,33,False,True,False,True,False,False,True,False,False,False,False,False,WA,Private,4 Year,13174.0,51764.0,64938.0,51764.0,64938.0,1498.0,0.0033377837116154874,0.0534045393858478,0.009345794392523364,0.07810413885180241,0.0,0.03871829105473965,0.20093457943925233,0.03271028037383177,0.7276368491321762,0.5627503337783711,over_250
130,Wittenberg University,51700,114500,61,22,False,True,True,True,False,False,True,False,False,False,False,False,OH,Private,4 Year,10356.0,39500.0,49856.0,39500.0,49856.0,1964.0,0.0015274949083503055,0.012219959266802444,0.06466395112016293,0.031568228105906315,0.0005091649694501018,0.023930753564154784,0.15885947046843177,0.014765784114052953,0.8024439918533605,0.5692464358452138,over_250
131,University of San Francisco,61200,114400,54,6,False,True,True,False,True,False,False,False,True,False,False,False,CA,Private,4 Year,14830.0,48066.0,62896.0,48066.0,62896.0,10689.0,0.002432407147534849,0.17597530171204043,0.04340911217139115,0.17953035831228364,0.006455234353073253,0.16053887173730003,0.46720928056880906,0.0455608569557489,0.326690990738142,0.6290579100009356,top_150
132,Saint Johns University,59700,114200,47,25,False,True,True,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
133,Menlo College,61800,114100,59,0,False,True,False,False,False,False,False,False,False,True,False,False,CA,Private,4 Year,14225.0,42800.0,57025.0,42800.0,57025.0,794.0,0.007556675062972292,0.07052896725440806,0.06926952141057935,0.20906801007556675,0.02644836272040302,0.1309823677581864,0.4521410579345088,0.08060453400503778,0.336272040302267,0.4093198992443325,over_250
134,California State Polytechnic University Pomona,58800,114000,51,30,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
135,Wentworth Institute of Technology,64100,113900,54,39,False,True,False,False,False,False,False,False,False,False,False,False,MA,Private,4 Year,14190.0,33950.0,48140.0,33950.0,48140.0,4558.0,0.002193944712593243,0.06252742430890741,0.046511627906976744,0.03400614304519526,0.0,0.060114085125054846,0.19942957437472575,0.12790697674418605,0.6125493637560333,0.1943835015357613,over_250
136,Capitol Technology University,70500,113600,63,88,True,True,False,False,False,False,False,False,False,False,False,False,MD,Private,4 Year,5708.0,25428.0,31136.0,25428.0,31136.0,,,,,,,,,,,,over_250
137,Drexel University,63100,113600,47,28,False,True,False,False,True,False,False,False,True,False,False,False,PA,Private,4 Year,14079.0,53279.0,67358.0,53279.0,67358.0,26359.0,0.0015175082514511172,0.11696194848059487,0.07796198641830115,0.054023293751659776,0.004097272278918017,0.1251564930384309,0.28077696422474296,0.041731476914905724,0.5523350658219204,0.5247922910580827,top_100
138,Brigham Young University Provo,59900,113400,60,25,False,True,True,False,True,False,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,over_250
139,University of St Thomas (Minnesota),58600,113300,50,20,False,True,True,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
